"";"areap";"domicilio01_V019";"domicilio01_V020";"domicilio01_V021";"domicilio01_V022";"domicilio01_V023";"domicilio01_V017";"domicilio01_V018";"domicilio01_V119";"domicilio01_V158";"domicilio01_V197";"domicilio01_V026";"domicilio01_V027";"domicilio01_V028";"domicilio01_V029";"domicilio01_V030";"domicilio01_V031";"domicilio01_V032";"domicilio01_V033";"fcu";"DPP0";"DPP1";"DPP2";"DPP3";"DPP4";"DPP5";"reg"
"770";"2101202003003";3899;503;57;518;713;377;1729;4735;34;0;591;55;14;3;3;0;0;2;0;0;0;4769;0;591;77;"2"
"771";"2101202003004";4466;585;13;595;730;1314;1891;5724;33;5;1378;325;112;29;8;8;1;1;0;0;0;5757;5;1378;484;"2"
"772";"2101251001001";925;532;3;571;484;25;1117;1416;2;3;174;18;8;2;3;0;0;2;0;0;0;1418;3;174;33;"2"
"773";"2101301001001";1345;594;1;1638;63;11;558;959;1;0;143;17;4;3;0;1;0;0;0;0;0;960;0;143;25;"2"
"774";"2101350001001";766;44;1;377;201;2;6;559;1;0;52;6;4;0;0;0;0;0;0;0;0;560;0;52;10;"2"
"775";"2101400003001";5531;153;2;416;449;58;820;4442;151;38;1056;252;66;28;12;4;2;0;0;0;0;4593;38;1056;364;"2"
"776";"2101400003002";3082;188;5;148;295;38;1116;3089;73;25;556;96;23;12;0;3;0;0;0;0;0;3162;25;556;134;"2"
"777";"2101400003003";5748;189;2;393;754;55;1835;5474;117;69;1226;306;85;35;13;10;4;2;0;0;0;5591;69;1226;455;"2"
"778";"2101509001001";2511;68;6;177;1723;51;190;2377;1;3;351;65;22;4;2;1;2;0;0;0;0;2378;3;351;96;"2"
"779";"2101608003001";2158;417;1;336;958;21;284;1325;0;0;46;4;0;0;1;0;0;0;0;0;0;1325;0;46;5;"2"
"780";"2101608003002";4446;462;9;425;1219;69;2169;4719;7;2;934;221;67;17;7;2;2;0;0;0;0;4726;2;934;316;"2"
"781";"2101608003003";6027;1097;3;474;535;71;440;5578;7;8;620;102;30;3;2;0;3;0;0;0;0;5585;8;620;140;"2"
"782";"2101707003001";2142;766;4;675;615;2;451;1266;1;0;68;3;2;1;0;0;0;0;0;0;0;1267;0;68;6;"2"
"783";"2101707003002";4471;559;3;417;475;39;1514;3951;7;6;759;148;47;22;4;4;1;1;0;0;0;3958;6;759;227;"2"
"784";"2101731001001";729;75;0;56;358;0;47;333;32;0;17;1;0;2;0;0;0;0;0;0;0;365;0;17;3;"2"
"785";"2101772001001";1467;665;2;346;300;31;167;1172;0;0;177;15;5;0;2;0;0;0;0;0;0;1172;0;177;22;"2"
"786";"2101806001001";292;139;2;56;445;20;465;599;0;0;66;2;6;1;1;0;0;0;0;0;0;599;0;66;10;"2"
"787";"2101905001001";3049;879;14;618;746;20;275;1595;2;0;146;29;11;2;1;1;1;0;0;0;0;1597;0;146;45;"2"
"788";"2101939001001";676;17;5;39;342;9;408;764;0;0;107;21;3;3;0;0;0;0;0;0;0;764;0;107;27;"2"
"789";"2101970001001";949;339;0;362;82;0;85;778;1;0;90;8;3;0;0;0;0;0;0;0;0;779;0;90;11;"2"
"790";"2102002003001";3109;702;18;373;249;102;164;3336;11;0;595;97;18;9;0;1;1;0;0;0;0;3347;0;595;126;"2"
"791";"2102002003002";2110;1244;7;327;1067;34;78;2788;0;0;296;19;2;3;2;1;1;2;0;0;0;2788;0;296;30;"2"
"792";"2102036001001";3223;1048;0;149;366;133;1269;3588;474;2;319;46;8;5;2;0;1;1;0;0;0;4062;2;319;63;"2"
"793";"2102077001001";1930;335;0;571;621;19;44;1597;0;0;142;28;3;6;3;0;0;0;0;0;0;1597;0;142;40;"2"
"794";"2102101001001";2621;343;5;198;3248;39;1480;3594;4;0;451;77;20;11;2;1;1;0;0;0;0;3598;0;451;112;"2"
"795";"2102150001001";799;158;0;7;306;0;4;622;0;0;80;6;0;0;0;0;0;0;0;0;0;622;0;80;6;"2"
"796";"2102200001001";1651;93;0;289;3673;6;337;1291;4;0;202;39;12;5;1;0;0;0;0;0;0;1295;0;202;57;"2"
"797";"2102309001001";3553;244;0;253;1286;11;362;2619;0;0;271;56;15;3;7;0;1;0;0;0;0;2619;0;271;82;"2"
"798";"2102325003001";4504;98;0;297;104;80;248;2882;9;27;483;78;17;12;3;1;0;0;0;0;0;2891;27;483;111;"2"
"799";"2102325003002";6247;939;18;450;1307;44;637;3944;8;0;395;58;9;1;4;2;0;0;0;0;0;3952;0;395;74;"2"
"800";"2102358001001";2724;318;2;133;432;15;151;1415;0;0;124;17;2;0;1;1;0;0;0;0;0;1415;0;124;21;"2"
"801";"2102374001001";615;257;2;85;766;1;44;315;5;0;40;3;0;0;0;0;0;0;0;0;0;320;0;40;3;"2"
"802";"2102408001001";620;641;18;7;494;8;802;1069;0;0;77;3;0;1;0;0;0;0;0;0;0;1069;0;77;4;"2"
"803";"2102507001001";1369;1563;10;441;740;31;154;1813;2;0;147;14;1;0;0;2;0;0;0;0;0;1815;0;147;17;"2"
"804";"2102556001001";2969;259;0;65;142;23;49;2472;29;0;284;26;8;0;0;1;0;0;0;0;0;2501;0;284;35;"2"
"805";"2102606001001";1805;813;21;508;234;3;784;1474;0;0;217;42;7;7;2;0;0;0;0;0;0;1474;0;217;58;"2"
"806";"2102705001001";1108;532;2;685;773;38;1575;2295;1;1;198;18;5;1;1;2;0;0;0;0;0;2296;1;198;27;"2"
"807";"2102754001001";1515;229;0;59;816;66;195;1374;3;0;153;25;3;2;0;1;0;0;0;0;0;1377;0;153;31;"2"
"808";"2102804001001";2715;156;21;553;955;629;1260;3644;4;0;813;204;53;26;7;1;1;1;0;0;0;3648;0;813;293;"2"
"809";"2102903001001";2488;350;126;612;409;17;1011;1803;7;0;330;52;12;4;0;0;1;0;0;0;0;1810;0;330;69;"2"
"810";"2103000003001";2856;192;26;114;86;527;745;3441;0;1;571;77;23;6;1;2;0;0;0;0;0;3441;1;571;109;"2"
"811";"2103000003002";3198;120;5;86;103;227;1569;3936;1;1;722;140;39;10;8;1;3;0;0;0;0;3937;1;722;201;"2"
"812";"2103000003003";1980;201;10;257;131;581;1117;3194;1;3;394;63;23;7;7;1;0;0;0;0;0;3195;3;394;101;"2"
"813";"2103000003004";2113;26;56;51;51;371;1406;2352;0;51;915;287;120;33;13;9;8;5;0;0;0;2352;51;915;475;"2"
"814";"2103000003005";1705;333;14;258;679;73;1328;2481;0;0;205;45;10;6;1;0;0;0;0;0;0;2481;0;205;62;"2"
"815";"2103000003006";2553;548;5;359;4127;67;881;2964;1;0;307;44;6;1;2;0;0;1;0;0;0;2965;0;307;54;"2"
"816";"2103000003007";4956;654;177;331;1015;139;1748;5688;6;3;821;152;36;14;9;6;1;1;0;0;0;5694;3;821;219;"2"
"817";"2103109001001";2224;150;1;67;100;26;19;1187;1;0;122;18;6;2;0;0;0;1;0;0;0;1188;0;122;27;"2"
"818";"2103125001001";1757;16;4;22;38;18;124;1023;1;0;45;6;0;3;0;0;0;0;0;0;0;1024;0;45;9;"2"
"819";"2103158001001";1674;479;2;34;229;4;171;1215;0;0;90;13;2;0;1;0;1;0;0;0;0;1215;0;90;17;"2"
"820";"2103174001001";2232;238;3;462;568;6;425;911;193;1;105;24;7;0;2;1;0;0;0;0;0;1104;1;105;34;"2"
"821";"2103208003001";2836;453;8;792;2681;17;1355;2609;1;8;299;62;18;9;3;1;0;0;0;0;0;2610;8;299;93;"2"
"822";"2103208003002";6615;418;2;469;439;67;1485;5138;2;42;1042;249;73;23;8;2;4;2;0;0;0;5140;42;1042;361;"2"
"823";"2103257001001";2623;162;9;398;296;18;9;2048;0;0;253;32;7;1;0;0;0;0;0;0;0;2048;0;253;40;"2"
"824";"2103307003001";2112;389;0;431;165;85;1616;3589;0;0;347;41;7;4;3;0;0;1;0;0;0;3589;0;347;56;"2"
"825";"2103307003002";2770;978;46;262;2530;64;521;2890;2;2;180;32;8;1;1;0;0;0;0;0;0;2892;2;180;42;"2"
"826";"2103307003003";3346;484;23;302;223;2135;1623;5347;3;12;1000;244;57;29;12;3;0;0;0;0;0;5350;12;1000;345;"2"
"827";"2103307003004";3057;1021;4;408;3663;598;715;2970;3;10;249;48;13;2;0;1;0;0;0;0;0;2973;10;249;64;"2"
"828";"2103406003001";3834;176;0;231;132;123;475;3529;1;3;452;55;12;3;2;2;1;0;0;0;0;3530;3;452;75;"2"
"829";"2103406003002";3621;701;1;221;1404;61;132;3392;1;9;353;87;18;5;3;0;1;0;0;0;0;3393;9;353;114;"2"
"830";"2103505003001";3361;48;1;591;406;18;342;2668;0;5;365;82;35;10;4;0;0;0;0;0;0;2668;5;365;131;"2"
"831";"2103505003002";2389;245;1;278;2094;14;85;1567;0;0;150;22;3;4;2;2;0;0;0;0;0;1567;0;150;33;"2"
"832";"2103554001001";598;269;7;1146;1236;4;79;522;0;0;70;5;3;1;0;0;0;0;0;0;0;522;0;70;9;"2"
"833";"2103604003001";1572;584;10;317;2060;46;629;1864;6;0;141;23;4;5;1;1;0;0;0;0;0;1870;0;141;34;"2"
"834";"2103604003002";4816;925;151;672;1527;572;2038;6146;10;2;998;206;50;21;6;1;2;1;0;0;0;6156;2;998;287;"2"
"835";"2103703003001";1756;1084;70;807;233;9;125;1063;0;0;112;14;3;1;0;0;0;0;0;0;0;1063;0;112;18;"2"
"836";"2103703003002";3020;546;38;546;103;17;73;1905;2;1;326;69;5;2;0;1;1;0;0;0;0;1907;1;326;78;"2"
"837";"2103752001001";1886;250;3;314;170;1;694;2212;19;0;253;27;4;3;0;0;0;0;0;0;0;2231;0;253;34;"2"
"838";"2103802001001";3635;646;7;305;523;274;814;3764;6;0;559;122;27;2;3;3;0;0;0;0;0;3770;0;559;157;"2"
"839";"2103901001001";173;14;0;62;1221;2;914;840;0;0;124;12;5;1;1;0;0;0;0;0;0;840;0;124;19;"2"
"840";"2104008001001";2560;204;80;126;1190;93;549;2689;5;3;300;40;9;6;0;0;1;0;0;0;0;2694;3;300;56;"2"
"841";"2104057003001";3869;47;3;78;90;58;169;2967;36;20;643;132;31;5;2;2;0;0;0;0;0;3003;20;643;172;"2"
"842";"2104057003002";3033;119;3;57;970;48;546;2802;108;12;398;59;16;3;0;1;0;0;0;0;0;2910;12;398;79;"2"
"843";"2104073001001";828;105;0;3;853;6;192;702;2;0;82;8;1;1;0;0;0;0;0;0;0;704;0;82;10;"2"
"844";"2104081001001";721;21;4;15;1106;0;1;415;0;0;41;4;1;1;0;0;0;0;0;0;0;415;0;41;6;"2"
"845";"2104099001001";1632;183;0;273;1708;2;66;1425;0;0;197;23;6;2;0;0;0;0;0;0;0;1425;0;197;31;"2"
"846";"2104107001001";1555;254;2;365;579;13;82;1243;0;0;261;50;5;3;3;0;0;0;0;0;0;1243;0;261;61;"2"
"847";"2104206001001";3041;79;7;46;612;25;116;1746;1;0;236;37;6;4;2;0;0;0;0;0;0;1747;0;236;49;"2"
"848";"2104305001001";605;411;19;685;76;9;672;895;0;0;100;21;5;1;0;0;0;1;0;0;0;895;0;100;28;"2"
"849";"2104404001001";2429;107;1;439;1433;25;125;1745;1;1;256;50;13;1;2;0;1;0;0;0;0;1746;1;256;67;"2"
"850";"2104503001001";1642;111;0;96;499;60;169;1488;0;0;143;25;9;1;1;0;0;1;0;0;0;1488;0;143;37;"2"
"851";"2104552001001";2213;212;0;230;170;43;1377;2966;29;1;380;49;8;3;0;0;1;0;0;0;0;2995;1;380;61;"2"
"852";"2104602001001";2214;273;0;162;1358;22;67;1505;2;0;183;31;5;3;0;0;0;0;0;0;0;1507;0;183;39;"2"
"853";"2104628001001";818;51;0;195;464;5;359;1025;0;0;63;11;1;0;1;0;0;0;0;0;0;1025;0;63;13;"2"
"854";"2104651001001";1067;601;6;482;597;26;54;940;0;1;109;16;2;0;3;0;0;0;0;0;0;940;1;109;21;"2"
"855";"2104677001001";2213;443;0;543;295;11;2310;2305;4;3;327;51;8;7;0;1;0;1;0;0;0;2309;3;327;68;"2"
"856";"2104701001001";1135;112;0;76;316;13;46;887;0;0;83;17;3;0;0;0;0;1;0;0;0;887;0;83;21;"2"
"857";"2104800003001";3432;703;0;363;1544;33;212;3192;0;0;245;33;13;2;2;0;0;0;0;0;0;3192;0;245;50;"2"
"858";"2104800003002";5154;571;12;717;1647;216;293;4219;9;7;751;181;46;10;3;1;0;0;0;0;0;4228;7;751;241;"2"
"859";"2104909001001";2697;226;6;232;81;20;64;1115;0;0;159;32;4;1;0;0;0;0;0;0;0;1115;0;159;37;"2"
"860";"2105005001001";1719;659;9;985;1721;12;533;1206;3;2;204;35;9;3;0;2;1;0;0;0;0;1209;2;204;50;"2"
"861";"2105104001001";1797;1440;92;1720;448;25;254;1077;2;0;148;22;3;2;0;0;0;0;0;0;0;1079;0;148;27;"2"
"862";"2105153001001";1855;317;0;322;484;5;34;1536;5;0;88;19;5;1;0;0;0;0;0;0;0;1541;0;88;25;"2"
"863";"2105203001001";1636;172;25;48;448;63;444;1466;0;0;244;45;9;3;3;0;0;0;0;0;0;1466;0;244;60;"2"
"864";"2105302004001";2116;611;4;504;224;115;463;2009;34;0;360;100;27;21;8;2;3;1;0;0;0;2043;0;360;162;"2"
"865";"2105302004002";454;71;219;2;25;3264;218;2150;409;78;995;315;108;46;10;5;4;0;0;0;0;2559;78;995;488;"2"
"866";"2105302004003";317;11;26;2;6;3638;368;2330;507;34;1022;237;55;14;5;0;0;0;0;0;0;2837;34;1022;311;"2"
"867";"2105302004004";207;2;5;6;6;3806;245;1816;357;212;1204;390;103;55;19;7;3;0;0;0;0;2173;212;1204;577;"2"
"868";"2105302004005";3262;192;88;214;172;287;538;3373;153;1;432;60;14;2;1;0;0;0;0;0;0;3526;1;432;77;"2"
"869";"2105302004006";1570;76;497;199;94;2071;459;3060;207;4;1064;183;53;15;6;1;0;0;0;0;0;3267;4;1064;258;"2"
"870";"2105302004007";1488;36;4;12;14;2887;1060;2840;545;138;1225;323;109;29;9;5;2;1;0;0;0;3385;138;1225;478;"2"
"871";"2105302004008";2611;336;79;65;101;2043;845;3896;387;0;1037;205;49;28;2;1;2;0;0;0;0;4283;0;1037;287;"2"
"872";"2105302004009";3789;175;178;147;166;1186;1276;4517;304;3;1110;252;64;26;6;2;2;1;0;0;0;4821;3;1110;353;"2"
"873";"2105302004010";2971;147;149;251;57;795;1325;3538;485;5;876;203;53;12;3;4;0;1;0;0;0;4023;5;876;276;"2"
"874";"2105302004011";4593;288;317;100;128;1485;1116;5150;357;122;1236;380;132;79;24;9;2;2;0;0;0;5507;122;1236;628;"2"
"875";"2105302004012";4159;204;275;160;129;2756;2004;6564;521;19;1527;336;71;20;5;2;1;1;0;0;0;7085;19;1527;436;"2"
"876";"2105351001001";1283;540;1;90;1258;44;56;942;0;1;84;13;5;0;1;0;0;0;0;0;0;942;1;84;19;"2"
"877";"2105401003001";2836;574;20;277;279;290;2259;3930;0;10;685;105;25;7;3;2;2;2;0;0;0;3930;10;685;146;"2"
"878";"2105401003002";2764;1157;17;1315;1459;70;2386;3569;5;0;253;47;24;8;1;1;0;1;0;0;0;3574;0;253;82;"2"
"879";"2105427001001";5480;59;3;147;376;88;467;4284;93;1;656;133;28;6;6;0;1;0;0;0;0;4377;1;656;174;"2"
"880";"2105450001001";413;59;0;562;430;68;603;992;0;0;46;8;2;0;0;0;0;0;0;0;0;992;0;46;10;"2"
"881";"2105476001001";1422;246;0;19;1847;19;71;941;0;0;86;6;8;4;0;0;0;0;0;0;0;941;0;86;18;"2"
"882";"2105500001001";3681;600;29;428;274;28;361;3785;3;0;489;79;13;5;2;0;1;1;0;0;0;3788;0;489;101;"2"
"883";"2105609001001";2331;130;1;26;1313;22;90;1260;14;0;143;19;5;0;0;0;0;0;0;0;0;1274;0;143;24;"2"
"884";"2105658001001";382;18;0;0;79;2;505;448;0;0;68;8;2;0;0;0;0;0;0;0;0;448;0;68;10;"2"
"885";"2105708003001";2716;318;36;411;409;515;949;2814;1;18;676;125;21;6;4;3;1;2;0;0;0;2815;18;676;162;"2"
"886";"2105708003002";3414;437;13;445;1160;146;467;2270;2;1;446;74;15;6;1;0;0;2;0;0;0;2272;1;446;98;"2"
"887";"2105807001001";1248;154;15;18;629;206;323;1191;1;0;149;25;8;7;0;0;0;0;0;0;0;1192;0;149;40;"2"
"888";"2105906001001";900;727;0;610;997;18;432;991;1;0;156;16;7;0;0;0;0;0;0;0;0;992;0;156;23;"2"
"889";"2105922001001";1173;62;0;202;1213;7;27;752;1;0;46;8;2;1;1;0;1;0;0;0;0;753;0;46;13;"2"
"890";"2105948001001";1253;140;2;288;359;4;15;1115;0;0;119;17;4;1;0;0;0;1;0;0;0;1115;0;119;23;"2"
"891";"2105963001001";1247;357;1;314;389;3;93;1602;0;0;185;15;2;2;0;0;0;0;0;0;0;1602;0;185;19;"2"
"892";"2105989001001";919;73;0;135;590;4;103;841;15;1;128;16;3;0;0;0;0;0;0;0;0;856;1;128;19;"2"
"893";"2106003001001";2257;123;2;65;448;259;34;1974;0;0;228;40;10;4;2;1;0;1;0;0;0;1974;0;228;58;"2"
"894";"2106102001001";1356;15;1;113;812;31;342;948;1;0;123;24;6;4;1;1;0;0;0;0;0;949;0;123;36;"2"
"895";"2106201001001";684;71;1;137;125;6;563;503;0;0;100;16;3;1;0;0;0;0;0;0;0;503;0;100;20;"2"
"896";"2106300001001";1895;185;0;232;902;42;788;2392;2;1;282;40;13;2;0;1;1;2;0;0;0;2394;1;282;59;"2"
"897";"2106326001001";1631;300;0;541;237;4;1897;2387;3;1;353;48;12;2;0;0;1;0;0;0;0;2390;1;353;63;"2"
"898";"2106359001001";240;114;7;122;1146;2;128;346;0;0;45;7;4;0;0;0;0;0;0;0;0;346;0;45;11;"2"
"899";"2106375001001";892;157;1;219;460;15;1351;1402;0;0;183;15;3;1;0;0;0;0;0;0;0;1402;0;183;19;"2"
"900";"2106409001001";1711;101;2;318;856;130;419;1545;1;2;165;32;6;2;1;1;0;0;0;0;0;1546;2;165;42;"2"
"901";"2106508001001";2429;1184;2;841;554;28;538;2091;3;0;170;46;4;4;1;0;0;1;0;0;0;2094;0;170;56;"2"
"902";"2106607001001";3491;741;0;277;2453;31;318;3469;0;3;321;33;8;1;2;1;1;0;0;0;0;3469;3;321;46;"2"
"903";"2106631001001";944;286;1;324;913;18;43;804;0;0;63;6;0;2;2;0;0;0;0;0;0;804;0;63;10;"2"
"904";"2106672001001";369;9;0;35;1208;1;177;416;0;0;32;2;2;1;0;0;0;0;0;0;0;416;0;32;5;"2"
"905";"2106706001001";2308;9;2;341;2113;46;78;1334;0;0;200;39;7;3;1;2;0;0;0;0;0;1334;0;200;52;"2"
"906";"2106755001001";3341;472;0;859;185;47;291;2815;10;2;339;45;11;4;0;0;0;0;0;0;0;2825;2;339;60;"2"
"907";"2106805001001";2094;390;14;818;95;6;124;1547;2;0;201;35;4;1;0;0;0;0;0;0;0;1549;0;201;40;"2"
"908";"2106904001001";4647;735;13;501;1009;179;389;2245;0;2;152;31;6;3;1;0;0;0;0;0;0;2245;2;152;41;"2"
"909";"2107001001001";1216;223;1;89;725;3;131;1126;2;2;184;31;2;0;1;0;0;0;0;0;0;1128;2;184;34;"2"
"910";"2107100001001";2005;161;3;642;837;41;83;906;15;0;156;30;14;2;1;1;0;0;0;0;0;921;0;156;48;"2"
"911";"2107209001001";1283;47;1;275;753;9;172;931;1;0;109;17;7;2;0;0;0;0;0;0;0;932;0;109;26;"2"
"912";"2107258001001";615;235;0;18;313;1;6;498;3;0;54;8;2;0;0;0;0;0;0;0;0;501;0;54;10;"2"
"913";"2107308001001";421;1;0;140;463;20;162;421;0;0;60;12;3;1;0;1;0;1;0;0;0;421;0;60;18;"2"
"914";"2107357001001";3008;761;11;273;348;29;83;2984;5;0;229;24;17;13;3;0;0;1;0;0;0;2989;0;229;58;"2"
"915";"2107407001001";2574;458;5;551;637;84;547;2454;0;0;436;75;21;0;1;0;0;0;0;0;0;2454;0;436;97;"2"
"916";"2107456001001";1476;491;1;212;822;10;247;1091;0;0;121;19;1;0;0;0;0;0;0;0;0;1091;0;121;20;"2"
"917";"2107506003001";1812;33;0;13;59;1206;984;2809;43;0;626;141;25;10;0;2;1;1;5;759;712;2852;0;626;180;"2"
"918";"2107506003002";3341;930;21;483;193;160;3486;5267;25;0;608;129;51;25;11;3;3;2;8;412;91;5292;0;608;224;"2"
"919";"2107506003003";764;10;1;13;10;5105;827;3841;89;38;1966;532;105;22;6;0;2;2;2;5;520;3930;38;1966;669;"2"
"920";"2107506003004";3850;329;6;121;147;1533;1661;5160;77;12;990;200;38;15;4;4;5;0;4;554;413;5237;12;990;266;"2"
"921";"2107605001001";1601;1553;1;117;1503;20;152;1267;2;0;104;11;3;2;0;0;0;0;0;0;0;1269;0;104;16;"2"
"922";"2107704001001";3782;109;0;180;907;57;253;3222;5;0;419;60;14;8;2;2;0;0;0;0;0;3227;0;419;86;"2"
"923";"2107803003001";3016;209;0;14;891;22;25;1448;0;1;280;41;9;5;3;1;1;0;0;0;0;1448;1;280;60;"2"
"924";"2107803003002";1962;29;0;25;2383;18;53;642;0;0;34;6;2;2;0;0;1;1;0;0;0;642;0;34;12;"2"
"925";"2107902001001";2414;66;2;596;1410;31;49;1686;13;0;248;56;18;5;1;3;1;2;0;0;0;1699;0;248;86;"2"
"926";"2108009001001";3136;91;1;254;978;17;211;2401;1;1;268;56;16;10;6;1;2;1;0;0;0;2402;1;268;92;"2"
"927";"2108058001001";1096;212;3;196;917;0;490;1267;0;1;176;29;6;3;1;0;0;0;0;0;0;1267;1;176;39;"2"
"928";"2108108001001";3149;53;17;99;1315;12;107;1682;0;0;312;52;9;0;2;2;1;0;0;0;0;1682;0;312;66;"2"
"929";"2108207003001";1577;150;229;31;196;879;1023;2726;2;21;714;160;56;14;7;2;1;1;0;0;0;2728;21;714;241;"2"
"930";"2108207003002";2329;433;245;159;763;1190;1304;3836;3;33;795;181;42;11;4;6;1;2;0;0;0;3839;33;795;247;"2"
"931";"2108256001001";2996;890;4;235;974;29;187;1105;1;2;73;14;0;4;0;0;1;0;0;0;0;1106;2;73;19;"2"
"932";"2108306001001";4735;866;16;690;1161;29;386;2057;0;1;247;33;15;2;4;1;2;0;0;0;0;2057;1;247;57;"2"
"933";"2108405001001";2551;25;0;234;313;12;463;1144;0;0;164;18;9;1;2;0;0;0;0;0;0;1144;0;164;30;"2"
"934";"2108454001001";1906;467;17;577;2046;74;504;2137;8;0;191;23;7;4;1;0;0;0;0;0;0;2145;0;191;35;"2"
"935";"2108504001001";4886;833;12;823;566;162;410;3823;4;2;545;96;20;6;1;1;1;1;0;0;0;3827;2;545;126;"2"
"936";"2108603003001";1805;1534;1;122;500;8;627;1261;3;0;66;11;4;0;0;0;0;0;0;0;0;1264;0;66;15;"2"
"937";"2108603003002";1431;680;50;315;398;98;3743;3129;25;15;656;132;32;16;0;4;0;1;0;0;0;3154;15;656;185;"2"
"938";"2108603003003";1881;441;77;160;187;94;5316;5014;46;2;792;127;39;11;7;1;0;0;0;0;0;5060;2;792;185;"2"
"939";"2108702001001";3548;662;0;220;858;16;91;2953;0;5;429;62;17;1;1;3;0;0;0;0;0;2953;5;429;84;"2"
"940";"2108801001001";1690;470;1;227;1210;26;541;1146;1;0;141;16;6;0;1;0;1;0;0;0;0;1147;0;141;24;"2"
"941";"2108900001001";2402;459;39;248;905;527;725;3177;0;0;438;50;16;6;2;0;0;0;0;0;0;3177;0;438;74;"2"
"942";"2109007001001";4378;349;4;52;686;23;153;3540;56;1;672;129;40;9;2;2;0;0;0;0;0;3596;1;672;182;"2"
"943";"2109056001001";613;234;24;108;90;8;478;780;0;0;44;3;3;0;0;0;2;0;0;0;0;780;0;44;8;"2"
"944";"2109106003001";4611;163;45;87;229;342;1033;4483;20;25;1102;239;89;24;9;8;0;2;0;0;0;4503;25;1102;371;"2"
"945";"2109106003002";2184;363;6;391;1060;160;1240;3327;13;3;316;52;14;4;3;0;0;0;0;0;0;3340;3;316;73;"2"
"946";"2109205001001";396;163;1;470;985;6;468;497;1;0;68;7;7;1;1;0;0;0;0;0;0;498;0;68;16;"2"
"947";"2109239001001";340;171;3;59;141;27;732;975;0;0;91;11;2;0;1;0;1;0;0;0;0;975;0;91;15;"2"
"948";"2109270001001";2029;1482;13;113;282;7;83;1119;31;0;59;5;0;1;0;0;0;0;0;0;0;1150;0;59;6;"2"
"949";"2109304001001";1168;144;2;462;611;3;121;782;18;0;114;16;2;1;0;2;0;0;0;0;0;800;0;114;21;"2"
"950";"2109403001001";955;143;20;229;1407;3;214;923;0;0;135;15;5;2;2;0;0;0;0;0;0;923;0;135;24;"2"
"951";"2109452001001";3710;643;452;245;358;83;1061;3778;33;0;495;71;22;8;5;1;0;1;11;1121;497;3811;0;495;108;"2"
"952";"2109502001001";2331;446;1;636;1320;36;507;2420;0;0;342;59;19;3;4;0;2;0;0;0;0;2420;0;342;87;"2"
"953";"2109551001001";823;112;0;222;344;9;386;1033;2;0;184;18;5;1;0;0;0;1;0;0;0;1035;0;184;25;"2"
"954";"2109601003001";1656;1532;74;305;295;7;128;1269;4;0;112;16;4;1;0;0;0;0;0;0;0;1273;0;112;21;"2"
"955";"2109601003002";3501;596;44;598;145;183;392;3229;12;15;594;112;23;6;2;1;0;0;0;0;0;3241;15;594;144;"2"
"956";"2109700001001";518;90;0;3;536;0;222;591;0;0;67;10;5;0;2;0;0;1;0;0;0;591;0;67;18;"2"
"957";"2109759001001";684;2;0;67;803;14;173;730;0;0;50;6;2;0;1;0;0;0;0;0;0;730;0;50;9;"2"
"958";"2109809003001";2029;878;4;1016;184;7;157;1733;3;7;274;39;16;7;1;0;1;1;0;0;0;1736;7;274;65;"2"
"959";"2109809003002";2787;461;1;815;240;7;226;2288;2;0;246;24;5;5;3;1;1;0;0;0;0;2290;0;246;39;"2"
"960";"2109908003001";1864;382;1;521;326;459;554;2541;7;0;240;31;5;6;4;0;0;0;0;0;0;2548;0;240;46;"2"
"961";"2109908003002";3973;267;6;213;147;533;2490;4931;70;128;1309;296;68;23;8;0;2;0;0;0;0;5001;128;1309;397;"2"
"962";"2109908003003";4186;503;13;312;235;476;2794;5637;18;79;1133;241;58;21;3;0;0;2;0;0;0;5655;79;1133;325;"2"
"963";"2110005003001";2138;564;13;298;1303;6;447;1991;3;0;205;24;2;1;0;0;0;0;0;0;0;1994;0;205;27;"2"
"964";"2110005003002";2369;562;13;368;1471;10;240;1729;1;1;139;13;2;4;0;2;0;0;0;0;0;1730;1;139;21;"2"
"965";"2110005003003";5241;533;5;274;605;203;791;4667;20;2;819;123;43;12;3;2;3;1;0;0;0;4687;2;819;187;"2"
"966";"2110039001001";3636;275;0;311;362;13;773;2772;0;3;400;63;13;1;1;0;0;2;0;0;0;2772;3;400;80;"2"
"967";"2110104001001";3112;183;1;346;2510;8;196;2193;0;0;305;49;11;6;3;1;1;0;0;0;0;2193;0;305;71;"2"
"968";"2110203003001";3373;893;8;1262;1297;16;1070;3273;9;8;372;51;16;3;3;0;0;0;0;0;0;3282;8;372;73;"2"
"969";"2110237001001";875;113;0;129;1170;8;195;958;0;4;64;7;3;1;0;0;1;0;0;0;0;958;4;64;12;"2"
"970";"2110278001001";1040;180;2;156;1195;0;24;945;1;0;145;22;7;0;3;0;0;0;0;0;0;946;0;145;32;"2"
"971";"2110302001001";1560;447;1;125;1387;41;151;1537;10;0;200;33;8;2;2;2;0;0;0;0;0;1547;0;200;47;"2"
"972";"2110401001001";1571;223;2;489;786;33;815;1342;0;1;111;17;7;2;1;0;0;0;0;0;0;1342;1;111;27;"2"
"973";"2110500003001";3223;481;8;224;163;98;485;3068;13;3;390;62;13;6;3;0;0;0;0;0;0;3081;3;390;84;"2"
