codemun,ano,qtde_vinc_ativos
110015,2034,1628
110015,2035,1628
110015,2036,1628
110015,2037,1628
110015,2038,1628
110015,2039,1628
110015,2040,1628
110018,2010,1234
110018,2011,1275
110018,2012,1251
110018,2013,1322
110018,2014,1381
110018,2015,1439
110018,2016,1413
110018,2017,1460
110018,2018,1411
110018,2019,1471
110018,2020,1541
110018,2021,1541
110018,2022,1541
110018,2023,1541
110018,2024,1541
110018,2025,1541
110018,2026,1541
110018,2027,1541
110018,2028,1541
110018,2029,1541
110018,2030,1541
110018,2031,1541
110018,2032,1541
110018,2033,1541
110018,2034,1541
110018,2035,1541
110018,2036,1541
110018,2037,1541
110018,2038,1541
110018,2039,1541
110018,2040,1541
110020,2010,84271
110020,2011,87963
110020,2012,89596
110020,2013,91017
110020,2014,94433
110020,2015,93193
110020,2016,92107
110020,2017,94090
110020,2018,88488
110020,2019,87647
110020,2020,88874
110020,2021,88874
110020,2022,88874
110020,2023,88874
110020,2024,88874
110020,2025,88874
110020,2026,88874
110020,2027,88874
110020,2028,88874
110020,2029,88874
110020,2030,88874
110020,2031,88874
110020,2032,88874
110020,2033,88874
110020,2034,88874
110020,2035,88874
110020,2036,88874
110020,2037,88874
110020,2038,88874
110020,2039,88874
110020,2040,88874
110025,2010,764
110025,2011,800
110025,2012,770
110025,2013,829
110025,2014,881
110025,2015,949
110025,2016,960
110025,2017,487
110025,2018,764
110025,2019,687
110025,2020,787
110025,2021,787
110025,2022,787
110025,2023,787
110025,2024,787
110025,2025,787
110025,2026,787
110025,2027,787
110025,2028,787
110025,2029,787
110025,2030,787
110025,2031,787
110025,2032,787
110025,2033,787
110025,2034,787
110025,2035,787
110025,2036,787
110025,2037,787
110025,2038,787
110025,2039,787
110025,2040,787
110026,2010,270
110026,2011,247
110026,2012,244
110026,2013,287
110026,2014,277
110026,2015,285
110026,2016,263
110026,2017,300
110026,2018,284
110026,2019,295
110026,2020,12
110026,2021,12
110026,2022,12
110026,2023,12
110026,2024,12
110026,2025,12
110026,2026,12
110026,2027,12
110026,2028,12
110026,2029,12
110026,2030,12
110026,2031,12
110026,2032,12
110026,2033,12
110026,2034,12
110026,2035,12
110026,2036,12
110026,2037,12
110026,2038,12
110026,2039,12
110026,2040,12
110028,2010,1499
110028,2011,1819
110028,2012,1769
110028,2013,1864
110028,2014,2026
110028,2015,2082
110028,2016,2142
110028,2017,2088
110028,2018,2146
110028,2019,2274
110028,2020,2184
110028,2021,2184
110028,2022,2184
110028,2023,2184
110028,2024,2184
110028,2025,2184
110028,2026,2184
110028,2027,2184
110028,2028,2184
110028,2029,2184
110028,2030,2184
110028,2031,2184
110028,2032,2184
110028,2033,2184
110028,2034,2184
110028,2035,2184
110028,2036,2184
110028,2037,2184
110028,2038,2184
110028,2039,2184
110028,2040,2184
110029,2010,370
110029,2011,365
110029,2012,345
110029,2013,354
110029,2014,336
110029,2015,386
110029,2016,343
110029,2017,368
110029,2018,395
110029,2019,385
110029,2020,337
110029,2021,337
110029,2022,337
110029,2023,337
110029,2024,337
110029,2025,337
110029,2026,337
110029,2027,337
110029,2028,337
110029,2029,337
110029,2030,337
110029,2031,337
110029,2032,337
110029,2033,337
110029,2034,337
110029,2035,337
110029,2036,337
110029,2037,337
110029,2038,337
110029,2039,337
110029,2040,337
110030,2010,3109
110030,2011,3377
110030,2012,3129
110030,2013,3413
110030,2014,3818
110030,2015,3658
110030,2016,3612
110030,2017,3935
110030,2018,4003
110030,2019,4181
110030,2020,4164
110030,2021,4164
110030,2022,4164
110030,2023,4164
110030,2024,4164
110030,2025,4164
110030,2026,4164
110030,2027,4164
110030,2028,4164
110030,2029,4164
110030,2030,4164
110030,2031,4164
110030,2032,4164
110030,2033,4164
110030,2034,4164
110030,2035,4164
110030,2036,4164
110030,2037,4164
110030,2038,4164
110030,2039,4164
110030,2040,4164
110032,2010,750
110032,2011,50
110032,2012,898
110032,2013,952
110032,2014,949
110032,2015,953
110032,2016,873
110032,2017,996
110032,2018,993
110032,2019,1008
110032,2020,925
110032,2021,925
110032,2022,925
110032,2023,925
110032,2024,925
110032,2025,925
110032,2026,925
110032,2027,925
110032,2028,925
110032,2029,925
110032,2030,925
110032,2031,925
110032,2032,925
110032,2033,925
110032,2034,925
110032,2035,925
110032,2036,925
110032,2037,925
110032,2038,925
110032,2039,925
110032,2040,925
110033,2010,863
110033,2011,884
110033,2012,966
110033,2013,1012
110033,2014,969
110033,2015,995
110033,2016,1050
110033,2017,1143
110033,2018,1071
110033,2019,1137
110033,2020,1006
110033,2021,1006
110033,2022,1006
110033,2023,1006
110033,2024,1006
110033,2025,1006
110033,2026,1006
110033,2027,1006
110033,2028,1006
110033,2029,1006
110033,2030,1006
110033,2031,1006
110033,2032,1006
110033,2033,1006
110033,2034,1006
110033,2035,1006
110033,2036,1006
110033,2037,1006
110033,2038,1006
110033,2039,1006
110033,2040,1006
110034,2010,756
110034,2011,539
110034,2012,716
110034,2013,711
110034,2014,771
110034,2015,730
110034,2016,670
110034,2017,780
110034,2018,757
110034,2019,698
110034,2020,613
110034,2021,613
110034,2022,613
110034,2023,613
110034,2024,613
110034,2025,613
110034,2026,613
110034,2027,613
110034,2028,613
110034,2029,613
110034,2030,613
110034,2031,613
110034,2032,613
110034,2033,613
110034,2034,613
110034,2035,613
110034,2036,613
110034,2037,613
110034,2038,613
110034,2039,613
110034,2040,613
110037,2010,520
110037,2011,600
110037,2012,558
110037,2013,633
110037,2014,654
110037,2015,490
110037,2016,602
110037,2017,624
110037,2018,589
110037,2019,596
110037,2020,570
110037,2021,570
110037,2022,570
110037,2023,570
110037,2024,570
110037,2025,570
110037,2026,570
110037,2027,570
110037,2028,570
110037,2029,570
110037,2030,570
110037,2031,570
110037,2032,570
110037,2033,570
110037,2034,570
110037,2035,570
110037,2036,570
110037,2037,570
110037,2038,570
110037,2039,570
110037,2040,570
110040,2010,650
110040,2011,696
110040,2012,609
110040,2013,614
110040,2014,617
110040,2015,628
110040,2016,562
110040,2017,601
110040,2018,590
110040,2019,652
110040,2020,514
110040,2021,514
110040,2022,514
110040,2023,514
110040,2024,514
110040,2025,514
110040,2026,514
110040,2027,514
110040,2028,514
110040,2029,514
110040,2030,514
110040,2031,514
110040,2032,514
110040,2033,514
110040,2034,514
110040,2035,514
110040,2036,514
110040,2037,514
110040,2038,514
110040,2039,514
110040,2040,514
110045,2010,1016
110045,2011,1289
110045,2012,1028
110045,2013,945
110045,2014,1157
110045,2015,1213
110045,2016,1170
110045,2017,1005
110045,2018,1086
110045,2019,1152
110045,2020,1069
110045,2021,1069
110045,2022,1069
110045,2023,1069
110045,2024,1069
110045,2025,1069
110045,2026,1069
110045,2027,1069
110045,2028,1069
110045,2029,1069
110045,2030,1069
110045,2031,1069
110045,2032,1069
110045,2033,1069
110045,2034,1069
110045,2035,1069
110045,2036,1069
110045,2037,1069
110045,2038,1069
110045,2039,1069
110045,2040,1069
110050,2010,441
110050,2011,486
110050,2012,418
110050,2013,415
110050,2014,523
110050,2015,554
110050,2016,413
110050,2017,429
110050,2018,435
110050,2019,453
110050,2020,378
110050,2021,378
110050,2022,378
110050,2023,378
110050,2024,378
110050,2025,378
110050,2026,378
110050,2027,378
110050,2028,378
110050,2029,378
110050,2030,378
110050,2031,378
110050,2032,378
110050,2033,378
110050,2034,378
110050,2035,378
110050,2036,378
110050,2037,378
110050,2038,378
110050,2039,378
110050,2040,378
110060,2010,321
110060,2011,326
110060,2012,317
110060,2013,335
110060,2014,334
110060,2015,361
110060,2016,300
110060,2017,308
110060,2018,325
110060,2019,349
110060,2020,301
110060,2021,301
110060,2022,301
110060,2023,301
110060,2024,301
110060,2025,301
110060,2026,301
110060,2027,301
110060,2028,301
110060,2029,301
110060,2030,301
110060,2031,301
110060,2032,301
110060,2033,301
110060,2034,301
110060,2035,301
110060,2036,301
110060,2037,301
110060,2038,301
110060,2039,301
110060,2040,301
110070,2010,520
110070,2011,573
110070,2012,533
110070,2013,587
110070,2014,544
110070,2015,548
110070,2016,484
110070,2017,625
110070,2018,591
110070,2019,600
110070,2020,579
110070,2021,579
110070,2022,579
110070,2023,579
110070,2024,579
110070,2025,579
110070,2026,579
110070,2027,579
110070,2028,579
110070,2029,579
110070,2030,579
110070,2031,579
110070,2032,579
110070,2033,579
110070,2034,579
110070,2035,579
110070,2036,579
110070,2037,579
110070,2038,579
110070,2039,579
110070,2040,579
110080,2010,669
110080,2011,562
110080,2012,690
110080,2013,732
110080,2014,802
110080,2015,829
110080,2016,881
110080,2017,952
110080,2018,869
110080,2019,826
110080,2020,939
110080,2021,939
110080,2022,939
110080,2023,939
110080,2024,939
110080,2025,939
110080,2026,939
110080,2027,939
110080,2028,939
110080,2029,939
110080,2030,939
110080,2031,939
110080,2032,939
110080,2033,939
110080,2034,939
110080,2035,939
110080,2036,939
110080,2037,939
110080,2038,939
110080,2039,939
110080,2040,939
110090,2010,308
110090,2011,332
110090,2012,220
110090,2013,275
110090,2014,279
110090,2015,300
110090,2016,202
110090,2017,294
110090,2018,277
110090,2019,287
110090,2020,5
110090,2021,5
110090,2022,5
110090,2023,5
110090,2024,5
110090,2025,5
110090,2026,5
110090,2027,5
110090,2028,5
110090,2029,5
110090,2030,5
110090,2031,5
110090,2032,5
110090,2033,5
110090,2034,5
110090,2035,5
110090,2036,5
110090,2037,5
110090,2038,5
110090,2039,5
110090,2040,5
110092,2010,561
110092,2011,593
110092,2012,521
110092,2013,546
110092,2014,586
110092,2015,592
110092,2016,549
110092,2017,571
110092,2018,594
110092,2019,642
110092,2020,648
110092,2021,648
110092,2022,648
110092,2023,648
110092,2024,648
110092,2025,648
110092,2026,648
110092,2027,648
110092,2028,648
110092,2029,648
110092,2030,648
110092,2031,648
110092,2032,648
110092,2033,648
110092,2034,648
110092,2035,648
110092,2036,648
110092,2037,648
110092,2038,648
110092,2039,648
110092,2040,648
110094,2010,513
110094,2011,528
110094,2012,493
110094,2013,514
110094,2014,559
110094,2015,520
110094,2016,419
110094,2017,567
110094,2018,506
110094,2019,565
110094,2020,470
110094,2021,470
110094,2022,470
110094,2023,470
110094,2024,470
110094,2025,470
110094,2026,470
110094,2027,470
110094,2028,470
110094,2029,470
110094,2030,470
110094,2031,470
110094,2032,470
110094,2033,470
110094,2034,470
110094,2035,470
110094,2036,470
110094,2037,470
110094,2038,470
110094,2039,470
110094,2040,470
110100,2010,478
110100,2011,351
110100,2012,495
110100,2013,497
110100,2014,442
110100,2015,539
110100,2016,454
110100,2017,521
110100,2018,531
110100,2019,474
110100,2020,398
110100,2021,398
110100,2022,398
110100,2023,398
110100,2024,398
110100,2025,398
110100,2026,398
110100,2027,398
110100,2028,398
110100,2029,398
110100,2030,398
110100,2031,398
110100,2032,398
110100,2033,398
110100,2034,398
110100,2035,398
110100,2036,398
110100,2037,398
110100,2038,398
110100,2039,398
110100,2040,398
110110,2010,504
110110,2011,492
110110,2012,380
110110,2013,483
110110,2014,467
110110,2015,478
110110,2016,371
110110,2017,452
110110,2018,459
110110,2019,467
110110,2020,442
110110,2021,442
110110,2022,442
110110,2023,442
110110,2024,442
110110,2025,442
110110,2026,442
110110,2027,442
110110,2028,442
110110,2029,442
110110,2030,442
110110,2031,442
110110,2032,442
110110,2033,442
110110,2034,442
110110,2035,442
110110,2036,442
110110,2037,442
110110,2038,442
110110,2039,442
110110,2040,442
110120,2010,404
110120,2011,422
110120,2012,415
110120,2013,432
110120,2014,421
110120,2015,401
110120,2016,434
110120,2017,409
110120,2018,384
110120,2019,369
110120,2020,363
110120,2021,363
110120,2022,363
110120,2023,363
110120,2024,363
110120,2025,363
110120,2026,363
110120,2027,363
110120,2028,363
110120,2029,363
110120,2030,363
110120,2031,363
110120,2032,363
110120,2033,363
110120,2034,363
110120,2035,363
110120,2036,363
110120,2037,363
110120,2038,363
110120,2039,363
110120,2040,363
110130,2010,483
110130,2011,523
110130,2012,512
110130,2013,469
110130,2014,439
110130,2015,500
110130,2016,476
110130,2017,559
110130,2018,570
110130,2019,529
110130,2020,442
110130,2021,442
110130,2022,442
110130,2023,442
110130,2024,442
110130,2025,442
110130,2026,442
110130,2027,442
110130,2028,442
110130,2029,442
110130,2030,442
110130,2031,442
110130,2032,442
110130,2033,442
110130,2034,442
110130,2035,442
110130,2036,442
110130,2037,442
110130,2038,442
110130,2039,442
110130,2040,442
110140,2010,599
110140,2011,634
110140,2012,571
110140,2013,600
110140,2014,648
110140,2015,637
110140,2016,603
110140,2017,405
110140,2018,602
110140,2019,634
110140,2020,625
110140,2021,625
110140,2022,625
110140,2023,625
110140,2024,625
110140,2025,625
110140,2026,625
110140,2027,625
110140,2028,625
110140,2029,625
110140,2030,625
110140,2031,625
110140,2032,625
110140,2033,625
110140,2034,625
110140,2035,625
110140,2036,625
110140,2037,625
110140,2038,625
110140,2039,625
110140,2040,625
110143,2010,342
110143,2011,265
110143,2012,341
110143,2013,271
110143,2014,335
110143,2015,341
110143,2016,316
110143,2017,347
110143,2018,343
110143,2019,236
110143,2020,279
110143,2021,279
110143,2022,279
110143,2023,279
110143,2024,279
110143,2025,279
110143,2026,279
110143,2027,279
110143,2028,279
110143,2029,279
110143,2030,279
110143,2031,279
110143,2032,279
110143,2033,279
110143,2034,279
110143,2035,279
110143,2036,279
110143,2037,279
110143,2038,279
110143,2039,279
110143,2040,279
110145,2010,219
110145,2011,264
110145,2012,203
110145,2013,206
110145,2014,228
110145,2015,247
110145,2016,239
110145,2017,258
110145,2018,253
110145,2019,264
110145,2020,228
110145,2021,228
110145,2022,228
110145,2023,228
110145,2024,228
110145,2025,228
110145,2026,228
110145,2027,228
110145,2028,228
110145,2029,228
110145,2030,228
110145,2031,228
110145,2032,228
110145,2033,228
110145,2034,228
110145,2035,228
110145,2036,228
110145,2037,228
110145,2038,228
110145,2039,228
110145,2040,228
110146,2010,192
110146,2011,236
110146,2012,183
110146,2013,273
110146,2014,247
110146,2015,251
110146,2016,241
110146,2017,288
110146,2018,283
110146,2019,314
110146,2020,296
110146,2021,296
110146,2022,296
110146,2023,296
110146,2024,296
110146,2025,296
110146,2026,296
110146,2027,296
110146,2028,296
110146,2029,296
110146,2030,296
110146,2031,296
110146,2032,296
110146,2033,296
110146,2034,296
110146,2035,296
110146,2036,296
110146,2037,296
110146,2038,296
110146,2039,296
110146,2040,296
110147,2010,239
110147,2011,208
110147,2012,256
110147,2013,275
110147,2014,250
110147,2015,291
110147,2016,264
110147,2017,280
110147,2018,276
110147,2019,287
110147,2020,266
110147,2021,266
110147,2022,266
110147,2023,266
110147,2024,266
110147,2025,266
110147,2026,266
110147,2027,266
110147,2028,266
110147,2029,266
110147,2030,266
110147,2031,266
110147,2032,266
110147,2033,266
110147,2034,266
110147,2035,266
110147,2036,266
110147,2037,266
110147,2038,266
110147,2039,266
110147,2040,266
110148,2010,267
110148,2011,295
110148,2012,228
110148,2013,268
110148,2014,264
110148,2015,330
110148,2016,282
110148,2017,313
110148,2018,310
110148,2019,300
110148,2020,292
110148,2021,292
110148,2022,292
110148,2023,292
110148,2024,292
110148,2025,292
110148,2026,292
110148,2027,292
110148,2028,292
110148,2029,292
110148,2030,292
110148,2031,292
110148,2032,292
110148,2033,292
110148,2034,292
110148,2035,292
110148,2036,292
110148,2037,292
110148,2038,292
110148,2039,292
110148,2040,292
110149,2010,712
110149,2011,709
110149,2012,685
110149,2013,709
110149,2014,724
110149,2015,656
110149,2016,489
110149,2017,619
110149,2018,612
110149,2019,632
110149,2020,493
110149,2021,493
110149,2022,493
110149,2023,493
110149,2024,493
110149,2025,493
110149,2026,493
110149,2027,493
110149,2028,493
110149,2029,493
110149,2030,493
110149,2031,493
110149,2032,493
110149,2033,493
110149,2034,493
110149,2035,493
110149,2036,493
110149,2037,493
110149,2038,493
110149,2039,493
110149,2040,493
110150,2010,476
110150,2011,555
110150,2012,558
110150,2013,613
110150,2014,605
110150,2015,649
110150,2016,632
110150,2017,611
110150,2018,580
110150,2019,598
110150,2020,591
110150,2021,591
110150,2022,591
110150,2023,591
110150,2024,591
110150,2025,591
110150,2026,591
110150,2027,591
110150,2028,591
110150,2029,591
110150,2030,591
110150,2031,591
110150,2032,591
110150,2033,591
110150,2034,591
110150,2035,591
110150,2036,591
110150,2037,591
110150,2038,591
110150,2039,591
110150,2040,591
110155,2010,272
110155,2011,290
110155,2012,264
110155,2013,301
110155,2014,300
110155,2015,268
110155,2016,228
110155,2017,254
110155,2018,250
110155,2019,247
110155,2020,229
110155,2021,229
110155,2022,229
110155,2023,229
110155,2024,229
110155,2025,229
110155,2026,229
110155,2027,229
110155,2028,229
110155,2029,229
110155,2030,229
110155,2031,229
110155,2032,229
110155,2033,229
110155,2034,229
110155,2035,229
110155,2036,229
110155,2037,229
110155,2038,229
110155,2039,229
110155,2040,229
110160,2010,489
110160,2011,503
110160,2012,548
110160,2013,539
110160,2014,616
110160,2015,523
110160,2016,502
110160,2017,558
110160,2018,569
110160,2019,548
110160,2020,465
110160,2021,465
110160,2022,465
110160,2023,465
110160,2024,465
110160,2025,465
110160,2026,465
110160,2027,465
110160,2028,465
110160,2029,465
110160,2030,465
110160,2031,465
110160,2032,465
110160,2033,465
110160,2034,465
110160,2035,465
110160,2036,465
110160,2037,465
110160,2038,465
110160,2039,465
110160,2040,465
110170,2010,425
110170,2011,425
110170,2012,422
110170,2013,398
110170,2014,378
110170,2015,384
110170,2016,430
110170,2017,455
110170,2018,452
110170,2019,468
110170,2020,443
110170,2021,443
110170,2022,443
110170,2023,443
110170,2024,443
110170,2025,443
110170,2026,443
110170,2027,443
110170,2028,443
110170,2029,443
110170,2030,443
110170,2031,443
110170,2032,443
110170,2033,443
110170,2034,443
110170,2035,443
110170,2036,443
110170,2037,443
110170,2038,443
110170,2039,443
110170,2040,443
110175,2010,415
110175,2011,407
110175,2012,427
110175,2013,440
110175,2014,442
110175,2015,371
110175,2016,349
110175,2017,434
110175,2018,450
110175,2019,434
110175,2020,386
110175,2021,386
110175,2022,386
110175,2023,386
110175,2024,386
110175,2025,386
110175,2026,386
110175,2027,386
110175,2028,386
110175,2029,386
110175,2030,386
110175,2031,386
110175,2032,386
110175,2033,386
110175,2034,386
110175,2035,386
110175,2036,386
110175,2037,386
110175,2038,386
110175,2039,386
110175,2040,386
110180,2010,421
110180,2011,472
110180,2012,471
110180,2013,516
110180,2014,493
110180,2015,491
110180,2016,446
110180,2017,500
110180,2018,472
110180,2019,479
110180,2020,542
110180,2021,542
110180,2022,542
110180,2023,542
110180,2024,542
110180,2025,542
110180,2026,542
110180,2027,542
110180,2028,542
110180,2029,542
110180,2030,542
110180,2031,542
110180,2032,542
110180,2033,542
110180,2034,542
110180,2035,542
110180,2036,542
110180,2037,542
110180,2038,542
110180,2039,542
110180,2040,542
120001,2010,291
120001,2011,2
120001,2012,372
120001,2013,411
120001,2014,390
120001,2015,374
120001,2016,339
120001,2017,358
120001,2018,357
120001,2019,361
120001,2020,374
120001,2021,374
120001,2022,374
120001,2023,374
120001,2024,374
120001,2025,374
120001,2026,374
120001,2027,374
120001,2028,374
120001,2029,374
120001,2030,374
120001,2031,374
120001,2032,374
120001,2033,374
120001,2034,374
120001,2035,374
120001,2036,374
120001,2037,374
120001,2038,374
120001,2039,374
120001,2040,374
120005,2010,209
120005,2011,214
120005,2012,210
120005,2013,7
120005,2014,225
120005,2015,258
120005,2016,7
120005,2017,389
120005,2018,213
120005,2019,309
120005,2020,268
120005,2021,268
120005,2022,268
120005,2023,268
120005,2024,268
120005,2025,268
120005,2026,268
120005,2027,268
120005,2028,268
120005,2029,268
120005,2030,268
120005,2031,268
120005,2032,268
120005,2033,268
120005,2034,268
120005,2035,268
120005,2036,268
120005,2037,268
120005,2038,268
120005,2039,268
120005,2040,268
120010,2010,654
120010,2011,654
120010,2012,587
120010,2013,656
120010,2014,601
120010,2015,699
120010,2016,834
120010,2017,821
120010,2018,806
120010,2019,874
120010,2020,828
120010,2021,828
120010,2022,828
120010,2023,828
120010,2024,828
120010,2025,828
120010,2026,828
